  Native SELECT (secs)    External SELECT (secs)    External With HPS SELECT (secs)    External Big Lake SELECT (secs)    External Big Lake With HPS SELECT (secs)    External % Slower    External With HPS % Slower    External Big Lake % Slower    External Big Lake With HPS % Slower
              0.594363                         0                                  0                           1.22872                                     1.22912                  -100                          -100                           107                                    107
              0.638035                         0                                  0                           0.921802                                    0.742549                 -100                          -100                            44                                     16
              0.431067                         0                                  0                           0.922076                                    1.22857                  -100                          -100                           114                                    185
              0.644639                         0                                  0                           0.921844                                    0.921742                 -100                          -100                            43                                     43
              0.931815                         0                                  0                           0.79536                                     1.04828                  -100                          -100                           -15                                     12
              0.603049                         0                                  0                           0.922596                                    0.920659                 -100                          -100                            53                                     53
              0.555502                         0                                  0                           1.22978                                     0.767012                 -100                          -100                           121                                     38
              0.489034                         0                                  0                           1.22883                                     0.689268                 -100                          -100                           151                                     41
              0.33399                          0                                  0                           0.848622                                    0.911581                 -100                          -100                           154                                    173
              0.639166                         0                                  0                           1.22999                                     0.920875                 -100                          -100                            92                                     44
              0.612519                         0                                  0                           0.921866                                    0.921856                 -100                          -100                            51                                     51
              0.612735                         0                                  0                           0.921464                                    0.741988                 -100                          -100                            50                                     21
              0.495369                         0                                  0                           0.921895                                    0.921546                 -100                          -100                            86                                     86
              0.381134                         0                                  0                           0.860121                                    0.922497                 -100                          -100                           126                                    142
              0.355998                         0                                  0                           1.20357                                     0.921335                 -100                          -100                           238                                    159
              0.614779                         0                                  0                           0.993597                                    0.850439                 -100                          -100                            62                                     38
              0.634959                         0                                  0                           0.922311                                    0.920907                 -100                          -100                            45                                     45
              0.431113                         0                                  0                           0.922285                                    0.921586                 -100                          -100                           114                                    114
              0.394974                         0                                  0                           1.22913                                     1.22924                  -100                          -100                           211                                    211
              0.606745                         0                                  0                           1.22895                                     0.920759                 -100                          -100                           103                                     52
              0.421887                         0                                  0                           1.06745                                     0.920571                 -100                          -100                           153                                    118
              0.615931                         0                                  0                           0.92184                                     0.921406                 -100                          -100                            50                                     50
              0.64236                          0                                  0                           0.922208                                    0.921739                 -100                          -100                            44                                     43
              0.390953                         0                                  0                           0.878327                                    0.842843                 -100                          -100                           125                                    116
              0.420613                         0                                  0                           1.22902                                     0.677663                 -100                          -100                           192                                     61
              0.589639                         0                                  0                           0.921947                                    0.920092                 -100                          -100                            56                                     56
              0.488267                         0                                  0                           0.921716                                    0.92324                  -100                          -100                            89                                     89
              0.644973                         0                                  0                           1.22916                                     0.921333                 -100                          -100                            91                                     43
              0.431144                         0                                  0                           1.13902                                     0.921585                 -100                          -100                           164                                    114
