  Native SELECT (secs)    External SELECT (secs)    External With HPS SELECT (secs)    External Big Lake SELECT (secs)    External Big Lake With HPS SELECT (secs)    External % Slower    External With HPS % Slower    External Big Lake % Slower    External Big Lake With HPS % Slower
              0.626819                  1.22902                             1.84373                           1.22798                                     0.921834                   96                           194                            96                                     47
              0.478441                  0.921297                            1.53642                           1.22885                                     0.92165                    93                           221                           157                                     93
              0.442195                  1.07708                             1.78079                           1.44287                                     0.677672                  144                           303                           226                                     53
              0.392631                  1.22985                             1.8439                            1.06439                                     0.7796                    213                           370                           171                                     99
              0.442337                  1.04738                             2.02702                           1.15772                                     0.685004                  137                           358                           162                                     55
              0.449964                  1.22908                             1.7136                            1.35917                                     0.922518                  173                           281                           202                                    105
              0.4537                    1.53633                             1.84222                           1.23221                                     0.9197                    239                           306                           172                                    103
              0.4505                    1.22862                             1.84417                           1.23029                                     0.878747                  173                           309                           173                                     95
              0.495146                  1.22919                             1.5351                            1.53666                                     0.921219                  148                           210                           210                                     86
              0.477959                  0.921803                            1.7027                            1.19233                                     0.791498                   93                           256                           149                                     66
              0.297716                  1.29004                             1.84378                           1.84298                                     0.921566                  333                           519                           519                                    210
              0.410205                  1.04052                             1.72447                           1.22908                                     0.921699                  154                           320                           200                                    125
              0.298652                  1.06039                             1.84296                           1.18471                                     0.965384                  255                           517                           297                                    223
              0.420147                  1.22939                             1.84249                           1.2611                                      0.889815                  193                           339                           200                                    112
              0.35785                   1.16712                             1.84361                           1.2282                                      0.921943                  226                           415                           243                                    158
              0.409336                  1.22907                             1.53528                           1.22937                                     0.921576                  200                           275                           200                                    125
              0.432894                  1.53586                             1.84382                           1.22907                                     0.921506                  255                           326                           184                                    113
              0.706012                  1.22814                             2.15096                           1.22938                                     0.92118                    74                           205                            74                                     30
              0.623282                  1.22898                             1.84325                           1.84328                                     0.921411                   97                           196                           196                                     48
              0.351381                  1.2284                              1.84365                           1.22909                                     0.817386                  250                           425                           250                                    133
              0.556765                  0.921894                            1.79427                           1.27768                                     0.921745                   66                           222                           129                                     66
              0.444997                  1.53607                             1.84301                           1.22899                                     0.92137                   245                           314                           176                                    107
              0.614525                  1.53538                             2.15094                           1.22926                                     0.921173                  150                           250                           100                                     50
              0.449315                  1.30438                             1.76777                           1.22912                                     0.921495                  190                           293                           174                                    105
              0.742567                  1.22856                             1.68768                           1.38597                                     0.92063                    65                           127                            87                                     24
              0.360149                  1.00128                             1.81965                           1.22872                                     0.921562                  178                           405                           241                                    156
              0.462064                  1.21848                             1.85367                           1.22871                                     0.665215                  164                           301                           166                                     44
              0.609967                  1.13254                             1.63224                           1.22903                                     0.921439                   86                           168                           101                                     51
              0.428886                  1.22944                             1.72921                           1.64986                                     0.778931                  187                           303                           285                                     82
              0.513802                  1.22871                             2.76484                           1.22891                                     0.921587                  139                           438                           139                                     79
              0.397179                  1.22914                             1.84312                           1.22879                                     0.921498                  209                           364                           209                                    132
              0.390995                  1.229                               1.84338                           1.22815                                     0.922153                  214                           371                           214                                    136
              0.453978                  1.22894                             2.1508                            1.07527                                     0.767479                  171                           374                           137                                     69
              0.614511                  1.17868                             1.89339                           1.53628                                     0.921222                   92                           208                           150                                     50
              0.391749                  1.22917                             1.84284                           1.22916                                     0.921337                  214                           370                           214                                    135
              0.460588                  1.22935                             1.84361                           1.22792                                     0.922157                  167                           300                           167                                    100
              0.454196                  1.2292                              1.66403                           1.40753                                     0.928545                  171                           266                           210                                    104
              0.361934                  1.22293                             1.88127                           1.49805                                     0.921782                  238                           420                           314                                    155
              0.429348                  1.53623                             1.84342                           1.19031                                     0.960004                  258                           329                           177                                    124
              0.453252                  1.2289                              1.84304                           1.23027                                     0.718997                  171                           307                           171                                     59
              0.315759                  1.17288                             1.53611                           1.22877                                     0.921583                  271                           386                           289                                    192
              0.302989                  1.30538                             1.84316                           1.53591                                     0.921949                  331                           508                           407                                    204
              0.421189                  1.22871                             2.15043                           1.22905                                     0.921386                  192                           411                           192                                    119
              0.459593                  0.952485                            1.81289                           1.53563                                     0.921704                  107                           294                           234                                    101
              0.443588                  1.04326                             1.72148                           1.02078                                     0.747094                  135                           288                           130                                     68
              0.313368                  1.09501                             1.84263                           1.22918                                     0.921753                  249                           488                           292                                    194
              0.463208                  1.22886                             1.8437                            1.2284                                      0.922162                  165                           298                           165                                     99
              0.305521                  1.00073                             2.1507                            1.23615                                     0.734122                  228                           604                           305                                    140
              0.655838                  1.49724                             1.82313                           1.5369                                      0.711661                  128                           178                           134                                      9
              0.317591                  1.0321                              1.54363                           1.41913                                     0.728376                  225                           386                           347                                    129
              0.314357                  1.20286                             1.64773                           1.16808                                     0.871594                  283                           424                           272                                    177
              0.418831                  0.930596                            1.83486                           1.02476                                     0.647001                  122                           338                           145                                     54
              0.611003                  0.934717                            1.5506                            1.20225                                     0.666758                   53                           154                            97                                      9
              0.421776                  1.24744                             1.63053                           1.73042                                     0.921676                  196                           287                           310                                    119
              0.384536                  1.22931                             1.64223                           1.42977                                     1.2288                    220                           327                           272                                    220
              0.433772                  1.22809                             1.84485                           1.55563                                     0.906476                  183                           325                           259                                    109
              0.597651                  1.23052                             1.84127                           1.22952                                     0.921225                  106                           208                           106                                     54
              0.443845                  1.22922                             1.54287                           1.11914                                     0.717283                  177                           248                           152                                     62
              0.443642                  1.22888                             1.84324                           1.53598                                     0.921551                  177                           315                           246                                    108
              0.370232                  1.38454                             1.84309                           1.22903                                     0.921696                  274                           398                           232                                    149
              0.422301                  1.22896                             1.84323                           1.22889                                     0.927213                  191                           336                           191                                    120
              0.446366                  1.22912                             1.8431                            1.22862                                     0.657754                  175                           313                           175                                     47
              0.387922                  1.22942                             1.84292                           1.121                                       0.722526                  217                           375                           189                                     86
              0.457472                  1.06815                             2.00378                           1.53608                                     0.921249                  133                           338                           236                                    101
              0.390626                  1.22897                             1.84352                           1.53608                                     0.921633                  215                           372                           293                                    136
              0.45034                   1.22907                             1.84305                           1.53578                                     0.922975                  173                           309                           241                                    105
              0.463513                  1.07125                             1.55476                           1.19969                                     0.782317                  131                           235                           159                                     69
              0.427938                  1.23781                             1.68286                           1.17114                                     0.65901                   189                           293                           174                                     54
              0.613948                  1.22955                             1.84299                           1.19126                                     0.959067                  100                           200                            94                                     56
              0.303023                  1.06432                             1.76595                           1.02993                                     0.790304                  251                           483                           240                                    161
              0.311069                  1.17292                             1.84362                           1.22855                                     0.649944                  277                           493                           295                                    109
              0.314685                  1.23708                             1.83504                           1.54164                                     0.812198                  293                           483                           390                                    158
              0.608598                  1.28285                             1.78918                           1.22924                                     0.922641                  111                           194                           102                                     52
              0.465257                  1.22892                             1.84339                           1.2596                                      0.678596                  164                           296                           171                                     46
              0.29774                   1.27603                             1.65882                           1.4134                                      0.818886                  329                           457                           375                                    175
              0.523442                  0.931423                            1.84328                           1.22969                                     0.693761                   78                           252                           135                                     33
              0.587503                  1.23009                             1.84357                           1.46592                                     0.734048                  109                           214                           150                                     25
              0.396704                  1.10426                             2.61189                           1.51127                                     0.712765                  178                           558                           281                                     80
              0.649849                  1.2292                              1.81943                           1.1986                                      0.857926                   89                           180                            84                                     32
              0.858828                  1.11971                             1.67957                           1.53897                                     0.686101                   30                            96                            79                                    -20
              0.321087                  1.08673                             1.63261                           1.24211                                     0.729631                  238                           408                           287                                    127
              0.373858                  1.22964                             1.84323                           1.53555                                     0.663581                  229                           393                           311                                     77
              0.384393                  0.940998                            1.65313                           1.14015                                     0.669549                  145                           330                           197                                     74
              0.327258                  1.03721                             1.80806                           1.13445                                     0.702215                  217                           452                           247                                    115
              0.387826                  1.20979                             1.8625                            1.13754                                     0.705533                  212                           380                           193                                     82
              0.620114                  1.22918                             2.15005                           1.1259                                      1.02447                    98                           247                            82                                     65
              0.445549                  1.0439                              1.53909                           1.41159                                     0.687777                  134                           245                           217                                     54
              0.321264                  0.972435                            1.51294                           1.16554                                     0.650248                  203                           371                           263                                    102
              0.318691                  1.36121                             1.53589                           1.22902                                     0.683791                  327                           382                           286                                    115
              0.317711                  1.22883                             1.84319                           1.40887                                     0.669215                  287                           480                           343                                    111
              0.472278                  1.45799                             1.78994                           1.69577                                     0.921019                  209                           279                           259                                     95
              0.375818                  1.53952                             1.83971                           1.2287                                      0.921494                  310                           390                           227                                    145
              0.445118                  1.12598                             1.74769                           1.10957                                     0.931626                  153                           293                           149                                    109
              0.445692                  0.965753                            2.08882                           1.31816                                     0.707075                  117                           369                           196                                     59
              0.35014                   1.14651                             1.73179                           1.18028                                     0.77543                   227                           395                           237                                    121
              0.470424                  1.27039                             1.80198                           1.30043                                     0.850628                  170                           283                           176                                     81
              0.421069                  0.93644                             1.82964                           1.02958                                     0.745666                  122                           335                           145                                     77
              0.519783                  1.06374                             1.58521                           1.34472                                     0.716028                  105                           205                           159                                     38
              0.647667                  1.22904                             1.84312                           1.15105                                     0.653932                   90                           185                            78                                      1
              0.46683                   1.22954                             1.83896                           1.23311                                     0.712375                  163                           294                           164                                     53
              0.298955                  0.957751                            1.71183                           1.17069                                     0.698497                  220                           473                           292                                    134
              0.40962                   1.22883                             1.7415                            1.33059                                     0.852736                  200                           325                           225                                    108
              0.487833                  1.2291                              1.84322                           1.22906                                     0.921599                  152                           278                           152                                     89
              0.432678                  1.22027                             1.53263                           1.47151                                     0.829946                  182                           254                           240                                     92
              0.325148                  0.947836                            1.58532                           1.44691                                     0.817558                  192                           388                           345                                    151
              0.486277                  1.22893                             1.84312                           1.22878                                     0.921832                  153                           279                           153                                     90
              0.454203                  1.0145                              1.67291                           1.30336                                     0.917111                  123                           268                           187                                    102
              0.315696                  1.08112                             1.61514                           1.16587                                     0.751039                  242                           412                           269                                    138
              0.362964                  1.12982                             1.8436                            1.53636                                     0.922613                  211                           408                           323                                    154
              0.435521                  0.921119                            1.62937                           1.44304                                     0.92193                   111                           274                           231                                    112
              0.356267                  1.10482                             1.70446                           1.14378                                     0.878185                  210                           378                           221                                    146
              0.340513                  0.99999                             1.62091                           1.22917                                     0.921401                  194                           376                           261                                    171
              0.459665                  0.983688                            1.7807                            1.22211                                     0.92831                   114                           287                           166                                    102
              0.437879                  0.958234                            1.57416                           1.1541                                      0.696239                  119                           259                           164                                     59
              0.370293                  0.913751                            1.60184                           1.02823                                     0.681992                  147                           333                           178                                     84
              0.324793                  0.896006                            1.6484                            0.989665                                    0.85353                   176                           408                           205                                    163
              0.474069                  1.229                               1.84315                           1.22853                                     0.922039                  159                           289                           159                                     94
              0.356062                  1.31073                             1.84316                           1.30269                                     0.700213                  268                           418                           266                                     97
              0.30749                   0.911601                            1.62774                           1.14091                                     0.921543                  196                           429                           271                                    200
              0.453802                  1.22963                             1.53545                           1.46796                                     0.635594                  171                           238                           223                                     40
              0.37851                   0.967209                            1.59196                           0.986711                                    0.755772                  156                           321                           161                                    100
              0.458487                  0.921675                            1.58992                           0.897686                                    0.683309                  101                           247                            96                                     49
              0.292871                  1.12776                             1.67458                           1.22841                                     0.921447                  285                           472                           319                                    215
              0.451188                  1.12024                             1.64467                           1.54979                                     0.907897                  148                           265                           243                                    101
              0.486323                  0.99754                             1.67759                           1.31832                                     0.921624                  105                           245                           171                                     90
              0.436624                  0.928787                            1.70321                           1.36106                                     0.92138                   113                           290                           212                                    111
              0.439113                  1.22899                             1.84323                           1.2286                                      0.921847                  180                           320                           180                                    110
              0.47255                   1.2295                              1.84284                           1.22965                                     0.921183                  160                           290                           160                                     95
              0.402418                  1.06216                             1.59628                           1.04037                                     0.662473                  164                           297                           159                                     65
              0.330966                  1.61782                             1.56158                           1.20357                                     0.921728                  389                           372                           264                                    178
              0.584002                  1.22829                             1.77956                           1.29264                                     0.921198                  110                           205                           121                                     58
              0.465225                  1.01205                             1.72453                           1.24829                                     0.87258                   118                           271                           168                                     88
              0.339542                  1.06216                             1.81712                           1.17816                                     0.693168                  213                           435                           247                                    104
              0.323521                  1.10689                             1.56289                           1.13792                                     0.680149                  242                           383                           252                                    110
              0.372384                  1.003                               1.80934                           1.18156                                     0.92142                   169                           386                           217                                    147
              0.442867                  1.22903                             1.53617                           1.21926                                     0.66102                   178                           247                           175                                     49
              0.394311                  1.22816                             1.88853                           1.00211                                     1.10321                   211                           379                           154                                    180
              0.431413                  1.09403                             1.67048                           1.22915                                     0.92105                   154                           287                           185                                    113
              0.449852                  0.921734                            1.65656                           1.13248                                     0.897808                  105                           268                           152                                    100
              0.334559                  1.0003                              1.79043                           1.01986                                     0.921598                  199                           435                           205                                    175
              0.374353                  1.22733                             1.84489                           1.53545                                     0.677107                  228                           393                           310                                     81
              0.378949                  1.07317                             1.6147                            1.01479                                     0.645033                  183                           326                           168                                     70
              0.395175                  1.22891                             1.78886                           1.07137                                     0.647036                  211                           353                           171                                     64
              0.641036                  1.24273                             1.84326                           1.2295                                      0.650729                   94                           188                            92                                      2
              0.375079                  1.22914                             1.84276                           1.53613                                     0.761465                  228                           391                           310                                    103
              0.363583                  1.55737                             2.05416                           1.22864                                     0.92199                   328                           465                           238                                    154
              0.337404                  1.03098                             1.55573                           1.16906                                     0.871935                  206                           361                           246                                    158
              0.440968                  1.53609                             1.84374                           1.2287                                      0.921499                  248                           318                           179                                    109
              0.413113                  0.958756                            1.68441                           1.35038                                     0.921545                  132                           308                           227                                    123
              0.478615                  1.22958                             1.65033                           1.39608                                     0.70843                   157                           245                           192                                     48
              0.313675                  1.26708                             1.76229                           1.3099                                      0.921551                  304                           462                           318                                    194
              0.454807                  1.22941                             1.84247                           1.2837                                      0.67038                   170                           305                           182                                     47
              0.327372                  1.25427                             1.74154                           1.30353                                     0.781987                  283                           432                           298                                    139
              0.633724                  1.53513                             1.84336                           1.21311                                     0.653124                  142                           191                            91                                      3
              0.448286                  1.536                               1.84345                           1.22901                                     0.664925                  243                           311                           174                                     48
              0.347249                  1.17048                             1.61682                           1.07717                                     0.776999                  237                           366                           210                                    124
              0.305412                  0.960283                            1.61564                           1.26392                                     0.921703                  214                           429                           314                                    202
              0.45093                   0.922313                            1.84355                           1.22851                                     0.921247                  105                           309                           172                                    104
              0.447634                  1.22902                             1.84275                           1.1509                                      0.637726                  175                           312                           157                                     42
              0.555628                  1.22918                             1.77169                           1.14426                                     0.811291                  121                           219                           106                                     46
